country,code.3,code.2,type,capital,founding.date,capital.lat,capital.long,telephone.lines,telephone.mobile,internet.users,broadband.subscriptions,gdp.ppp,gdp.growth.rate,gdp.per.capita,gross.national.savings,industrial.production.growth.rate,labor.force.size,unemployment.rate,gini.index,tax.revenue,budget.surplus,debt,inflation.rate,central.bank.discount.rate,bank.lending.rate,current.account.balance,exports,imports,foreign.exchange,debt.external,electricity.production,electricity.consumption,electricity.exports,electricity.imports,electricity.capaicty,electricity.fossil.fuels,electricity.nuclear,electricity.hydroelectric,electricity.renewable,oil.production,oil.exports,oil.imports,oil.reserves,petroleum.production,natural.gas.production,natural.gas.consumption,natural.gas.export,natural.gas.import,natural.gas.reserves,co2.emissions,area,military.expenditures,population,age.median,population.growth.rate,birth.rate,death.rate,migration.net.rate,mortality.maternal.rate,mortality.infant.rate,life.expectany,fertility.rate,obesity.rate,underweight.children.under.5.rate,education.expenditures,unemployment.rate.youth,airports,railways,roadways,education.per.gdp,ag.area.per.total,ag.sq.km,arable.land.per.total,arable.land.hect.per.capita,birth.rate.per.1000,fish.production.1000.tons,co2.emissions.total,co2.emissions.per.capita,co2.emissions.from.gas.fuels,co2.emissions.from.liquid.fuels,death.rate.per.1000,fertility.rate.per.woman,fdi,forest.area.percent,gdp.constant,gdp.current,internet.access.percentage,inflation.rate,land.area.sq.km,life.expectancy.female,life.expectancy.male,life.expectancy.all,exports,imports,mobile.subscriptions.per.100,open.defecation.percentage,drinking.water.percentage,sanitation.percentage,population.density,populatiion.growth.rate,population.total,preeducation.years.avg,primary.education.avg,population.rural,population.rural.percentage,population.rural.growth.rate,science.articles,secondary.education.avg,internet.servers.per.million,area.sq.km,fish.production.tons,urban.populaiton,urban.population.percentage,urban.population.growth.rate,protected.areas.percentage,terrestrial.protected.areas.percentage
Belize,BLZ,BZ,parliamentary democracy,Belmopan,9/21/81,17 15 N,88 46 W,"23,000","227,000","157,735","22,000","$3,218,000,000 ",0.8,"$8,300 ",11.3,-0.6,"120,500",9,NA,29.9,-1,99,1.1,9.58,9.46,-143000000.00,"$457,500,000 ","$845,900,000 ","$312,100,000 ","$1,315,000,000 ","280,000,000","453,000,000",0,"243,000,000","198,000.00",51,0,27,22,"2,000","1,220",0,"6,700,000",36,0,0,0,0,0,"556,700.00","22,966.00",1.26,"385,854",23.7,1.8,22.9,4.2,-0.6,36,12,74.7,2.8,24.1,4.6,7.4,15.3,47,NA,"3,281",6.39,7.014467339,1600,3.419552828,0.211726384,21.4,91432,568.385,1.542847448,0.64516129,99.35483871,4.65,2.391,32733410.99,59.6790894,1553534426,1775100000,44.57574032,2.888444572,22810,77.199,71.495,74.219,4.43E+08,9.53E+08,60.51248643,1.000612642,97.58453954,87.53477602,16.15081105,2.047695884,368400,2,6,200796,54.505,1.884211342,5.88,6,1517.372421,22970,92385,167604,45.495,2.243909177,20.59179198,37.68
Bolivia,BOL,BO,republic,La Paz,8/6/1825,16 30 S,68 09 W,"851,110","10,106,216","4,354,678","358,680","$83,720,000,000 ",4.2,"$7,600 ",15.7,2.2,"5,719,000",4,47,39.9,-7.8,49,2.8,2.5,8.11,-2375000000.00,"$7,746,000,000 ","$8,601,000,000 ","$10,260,000,000 ","$12,810,000,000 ","8,951,000,000","7,785,000,000",0,0,"2,764,000.00",76,0,18,7,"60,000","1,274",0,"211,500,000","65,960","18,690,000,000","3,171,000,000","15,460,000,000",0,"295,900,000,000","17,660,000.00","1,098,581.00",1.5,"11,306,341",24.6,1.48,21.6,6.3,-0.4,155,34.2,69.8,2.58,20.2,3.4,7.3,6.9,855,"3,960","90,568",6.08,34.78722422,376850,4.110588018,0.403650787,22.433,7000,21605.964,1.958514344,40.12219959,49.86422267,6.834,2.829,335365530.4,50.28616265,26758342485,33941126194,39.6975146,-1.35487156,1083300,73.512,67.898,70.626,7.08E+09,8.43E+09,91.60973889,14.38274848,92.1768992,58.80000805,10.18352534,1.480132784,11031813,2,6,3448765,31.262,0.382577731,92.4,6,37.89041747,1098580,10000,7583048,68.738,1.983313265,30.86551546,30.87
Brazil,BRA,BR,federal republic,Brasilia,9/7/1822,15 47 S,47 55 W,"40,878,018","236,488,548","122,841,218","28,670,016","$3,248,000,000,000 ",1,"$15,600 ",15,0,"104,200,000",12.8,49,35.7,-1.1,84,3.4,7,46.92,-9762000000.00,"$217,200,000,000 ","$153,200,000,000 ","$374,000,000,000 ","$547,400,000,000 ","567,900,000,000","509,100,000,000","219,000,000","41,310,000,000","150,800,000.00",17,1,64,18,"2,587,000","736,600","297,700","12,630,000,000","2,811,000","23,960,000,000","34,350,000,000","134,500,000","10,510,000,000","377,400,000,000","513,800,000.00","8,515,770.00",1.48,"208,846,892",32.4,0.71,13.9,6.7,-0.1,60,16.9,74.3,1.75,22.1,NA,6.2,28.5,"4,093","29,850","2,000,000",6.109580291,33.92453345,2835460,9.688279928,0.392776479,14.307,705000,462298.69,2.242393446,14.30157849,64.24208773,6.311,1.747,74294617926,58.93105404,2.26078E+12,1.7957E+12,60.87254007,8.103604359,8358140,78.934,71.578,75.23,1.85E+11,1.43E+11,118.3855945,1.513204458,97.84798562,87.42636006,24.66614079,0.823748232,206163058,5,5,28776240,13.958,-1.106210585,55181.31,7,410.044364,8515770,1286230,177386818,86.042,1.140373594,20.73728423,28.94
Barbados,BRB,BB,parliamentary democracy,Bridgetown,11/30/66,13 06 N,59 37 W,"139,645","337,791","231,883","89,340","$5,218,000,000 ",-0.2,"$18,600 ",7.2,2.4,"144,000",10.1,NA,29.4,-4,157.3,4.4,7,8.1,-189000000.00,"$485,400,000 ","$1,520,000,000 ","$264,500,000 ","$4,490,000,000 ","1,010,000,000","990,000,000",0,0,"269,000.00",93,0,0,7,"1,000",674,0,"2,534,000",0,"14,160,000","19,820,000",0,"5,653,000","141,600,000","1,760,000.00",430,NA,"293,131",38.9,0.26,11.6,8.6,-0.3,27,10,75.7,1.68,23.1,3.5,4.7,29.6,1,NA,"1,700",5.112989018,23.25581395,100,16.27906977,0.024492995,10.732,1735,1276.116,4.465128973,2.586206897,90.8045977,8.865,1.613,557688983.7,14.65116323,4630500000,4.83E+09,79.54939789,-0.038714673,430,80.227,77.452,78.888,5.17E+08,1.62E+09,116.2395555,0.829545455,98.48444616,96.85555159,664.6418605,0.165289294,285796,5,6,196648,68.807,0.24693822,53.46,5,643.8158687,430,1760.5,89148,31.193,-0.014581429,0.009166204,1.35
Brunei,BRN,BN,constitutional sultanate,Bandar Seri Begawan,1/1/84,4 53 N,114 56 E,"74,213","544,732","410,800","41,209","$33,870,000,000 ",1.3,"$78,900 ",47.5,1.5,"203,600",6.9,NA,18.5,-17.3,2.8,-0.2,NA,5.5,2021000000.00,"$5,885,000,000 ","$2,998,000,000 ","$3,488,000,000 ",$0 ,"4,014,000,000","3,771,000,000",0,0,"821,000.00",100,0,0,0,"100,000","127,400",160,"1,100,000,000","10,310","12,740,000,000","3,936,000,000","8,268,000,000",0,"260,500,000,000","10,040,000.00","5,765.00",2.37,"450,565",30.5,1.55,16.9,3.7,2.3,31,9.3,77.5,1.77,14.1,9.6,4.4,28.9,1,NA,"2,976",3.990143873,2.732447745,143.9999962,0.948766603,0.011910434,15.882,13292,7664.03,18.25638399,69.71291866,23.54066986,4.251,1.915,-150550827.3,72.10626186,13301457646,11400854268,90,-9.167861374,5270,76.681,74.313,75.45,4.88E+09,2.68E+09,124.6910434,NA,99.90000909,NA,79.65844402,1.172400865,419800,3,6,96596,23.01,-0.238854852,230.04,7,612.1962839,5770,14239.63,323204,76.99,1.598077934,8.989232504,46.87
Bhutan,BTN,BT,constitutional monarchy,Thimphu,1907,27 28 N,89 38 E,"21,364","730,623","313,347","16,707","$7,205,000,000 ",7.4,"$9,000 ",40.4,6.3,"397,900",3.2,38.8,27.2,-3.4,106.3,5.8,6,15,-547000000.00,"$554,600,000 ","$1,025,000,000 ","$1,206,000,000 ","$2,671,000,000 ","7,883,000,000","2,184,000,000","5,763,000,000","84,000,000","1,632,000.00",1,0,99,0,0,0,0,0,0,0,0,0,0,0,"604,900.00","38,394.00",NA,"766,397",28.1,1.05,17,6.4,0,183,30.3,71.1,1.87,6.4,12.7,6.6,10.7,2,NA,"12,205",6.779311831,13.60633424,5190,2.621644362,0.135738806,17.625,7,1261.448,1.712274453,0,38.08139535,6.248,2.014,11884162.35,72.48453671,2188590422,2158972129,41.77264453,4.383411291,38143.99902,71.06,70.503,70.781,5.25E+08,1.00E+09,94.79644581,0,97.20762543,68.28248382,19.31388997,1.206226624,736709,2,7,446239,60.572,-0.02442339,42.02,6,36.64947761,38393.99902,157,290470,39.428,3.126839096,48.00731216,48.01
Botswana,BWA,BW,parliamentary republic,Gaborone,9/30/66,24 38 S,25 54 E,"141,207","3,240,589","869,610","48,901","$39,010,000,000 ",2.4,"$17,000 ",40.3,-4.2,"1,177,000",20,60.5,30.5,-1,14,3.3,5.5,6.88,2146000000.00,"$5,934,000,000 ","$5,005,000,000 ","$7,491,000,000 ","$2,187,000,000 ","2,527,000,000","3,636,000,000",0,"1,673,000,000","735,000.00",100,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,235,000.00","581,730.00",2.78,"2,249,104",24.9,1.52,21.7,9.5,3,144,28.6,63.8,2.53,18.9,NA,9.6,36,74,888,"31,747",9.48,45.6330168,258615.9961,0.458066462,0.120188304,25.943,38,6340.243,2.935373787,0,43.49334876,6,2.942,122162734.7,18.94694088,16841394662,15646316818,39.36299738,11.95320436,566730,70.893,65.22,68.178,7.37E+09,6.14E+09,152.2730166,11.55621202,89.40444008,76.01730993,3.81123992,1.832852792,2159944,3,7,692629,32.067,-0.56436402,252.46,5,50.92724626,581730,53,1467315,67.933,2.984711864,29.14329184,29.14
Central African Republic,CAF,CF,republic,Bangui,8/13/60,4 22 N,18 35 E,"1,964","1,248,346","246,000",NA,"$3,390,000,000 ",4.3,$700 ,5.4,3.9,"2,242,000",6.9,43.6,14.6,-0.9,52.9,4.1,4.25,15.5,-163000000.00,"$113,700,000 ","$393,100,000 ","$304,300,000 ","$779,900,000 ","171,400,000","159,400,000",0,0,"38,300.00",50,0,50,1,0,0,0,0,0,0,0,0,0,0,"413,800.00","622,984.00",1.41,"5,745,062",19.8,2.11,34,12.9,0,829,84.3,53.3,4.25,7.5,24.6,1.2,NA,39,NA,"24,000",1.15,8.154354875,50800,2.889338342,0.396677867,36.029,29000,297.027,0.065457798,0,100,13.119,4.87,7251164.853,35.56197693,1631752428,1825018191,4,2.980114084,622980,53.614,49.594,51.593,1.15E+08,4.04E+08,27.51062987,23.75216929,46.33375843,25.31967074,7.283840573,0.985894486,4537687,3,6,2694569,59.382,0.413274978,27.88,7,0.220376593,622980,29190,1843118,40.618,1.828988094,18.06480639,18.06
Canada,CAN,CA,"a parliamentary democracy, a federation, and a constitutional monarchy",Ottawa,7/1/1867,45 25 N,75 42 W,"14,700,854","31,458,600","31,770,034","13,922,504","$1,774,000,000,000 ",3,"$48,400 ",20.8,4.9,"19,520,000",6.3,32.1,39.3,-1,89.7,1.6,1,3.2,-48750000000.00,"$423,500,000,000 ","$442,100,000,000 ","$86,680,000,000 ","$1,608,000,000,000 ","649,600,000,000","522,200,000,000","73,350,000,000","2,682,000,000","143,500,000.00",23,9,56,12,"4,264,000","2,818,000","806,700","170,500,000,000","2,009,000","159,100,000,000","124,400,000,000","83,960,000,000","26,360,000,000","2,056,000,000,000","640,600,000.00","9,984,670.00",1.31,"35,881,659",42.4,0.72,10.2,8.8,5.7,10,4.5,82,1.6,29.4,NA,5.3,11.1,"1,467","77,932","1,042,300",4.93,6.891838245,626710,4.812883034,1.21203605,10.6,874727,544894.198,15.09005647,39.82933362,46.34642045,7.4,1.5433,34201872161,38.16154667,1.81247E+12,1.52824E+12,91.16,0.754030015,9093510,84,79.9,81.9,3.90E+11,4.13E+11,84.5231216,0,99.41262381,99.32453042,3.970907493,1.132348655,36109487,3,6,6752474,18.7,0.913336126,60045,6,10221.44125,9984670,1075492,29357013,81.3,1.182792155,6.477119482,9.69
Switzerland,CHE,CH,formally a confederation but similar in structure to a federal republic,Bern,8/15/1291,46 55 N,7 28 E,"3,672,500","11,292,000","7,312,744","3,850,000","$523,100,000,000 ",1.7,"$62,100 ",33.8,3.4,"5,159,000",3.2,29.5,35.7,1.1,41.8,0.5,0.5,2.6,66550000000.00,"$313,500,000,000 ","$264,500,000,000 ","$811,200,000,000 ","$1,664,000,000,000 ","59,010,000,000","58,460,000,000","30,170,000,000","34,100,000,000","20,840,000.00",3,18,67,13,0,0,"57,400",0,"61,550",0,"3,709,000,000",0,"3,681,000,000",NA,"38,950,000.00","41,277.00",0.68,"8,292,809",42.5,0.68,10.5,8.4,4.6,5,3.6,82.7,1.56,19.5,NA,5.1,8.1,63,"5,690","71,557",4.546706567,38.36344603,15159.69971,10.08958403,0.047615421,10.5,1851,34477.134,4.117489823,19.91065731,72.17613274,7.8,1.54,97894116826,31.8301452,6.44968E+11,6.71309E+11,89.13468774,-0.604744538,39516.00098,85.6,81.7,83.60243902,3.03E+11,2.70E+11,134.1553264,0,100,99.89036265,211.8974034,1.092031174,8373338,2,6,2198922,26.261,1.012097902,21952.33,7,17196.72608,41290.40039,3584,6174416,73.739,1.120513599,9.650516379,9.65
Chile,CHL,CL,republic,Santiago,9/18/1810,33 27 S,70 40 W,"3,193,131","23,013,147","11,650,840","3,058,979","$452,100,000,000 ",1.5,"$24,600 ",20.5,-0.4,"8,881,000",6.7,50.5,20.8,-2.8,23.6,2.2,3.35,4.6,-4102000000.00,"$69,230,000,000 ","$61,310,000,000 ","$38,980,000,000 ","$183,400,000,000 ","76,090,000,000","73,220,000,000",0,0,"24,530,000.00",59,0,26,15,"3,000",0,"169,600","150,000,000","216,200","1,218,000,000","5,125,000,000","277,500,000","4,446,000,000","97,970,000,000","88,230,000.00","756,102.00",1.89,"17,925,262",34.8,0.75,13.4,6.3,0.3,13,6.4,79.1,1.79,28,0.5,5.4,18.1,481,"7,282","77,801",4.57,21.17164983,157417.998,1.707794682,0.069734489,13.031,1829238,85822.468,4.713171921,11.60485387,53.71731328,5.993,1.713,12135710064,24.25692509,2.69078E+11,2.5044E+11,83.55858602,4.469919283,743532.0313,82.293,77.113,79.779,6.07E+10,5.94E+10,127.972519,0,99.62218018,100,24.48995771,1.325201606,18209068,6,6,2290337,12.578,0.833516639,6639.23,6,1237.18578,756700,2879355,15918731,87.422,1.396143052,13.59390501,18.4
China,CHN,CN,Communist state,Beijing,10/1/49,39 55 N,116 23 E,"193,762,000","1,474,097,000","730,723,960","378,540,000","$25,360,000,000,000 ",6.9,"$18,200 ",45.8,6.1,"806,700,000",3.9,46.5,21.3,-3.8,47,1.6,2.25,4.35,164900000000.00,"$2,490,000,000,000 ","$2,140,000,000,000 ","$3,236,000,000,000 ","$1,598,000,000,000 ","5,883,000,000,000","5,564,000,000,000","18,910,000,000","6,185,000,000","1,653,000,000.00",62,2,18,18,"3,773,000","57,310","6,710,000","25,630,000,000","11,510,000","145,900,000,000","238,600,000,000","3,370,000,000","97,630,000,000","5,440,000,000,000","11,670,000,000.00","9,596,960.00",1.87,"1,384,688,986",37.7,0.37,12.1,8,-0.4,29,11.8,75.8,1.6,6.2,2.4,NA,NA,507,"131,000","4,960,600",1.79,56.2123131,5277330,12.66482109,0.086242851,12.95,17800000,9893037.952,7.175809897,4.07449471,13.50846746,7.09,1.675,1.7475E+11,22.35394181,9.52377E+12,1.12333E+13,53.2,1.407386251,9388210,78.574,74.061,76.21,2.10E+12,1.59E+12,96.52661691,0.33972934,92.30404657,83.23517302,146.8506776,0.541478512,1378665000,3,6,596465626,43.264,-2.275352296,438348.74,6,47.91156662,9562910,81500000,782199374,56.736,2.744069375,15.93928031,17.08
Cote d'Ivoire,CIV,CI,republic,Yamoussoukro,8/7/60,6 49 N,5 16 W,"305,562","31,747,233","6,297,676","142,825","$97,160,000,000 ",7.8,"$3,900 ",15.9,4.2,"8,747,000",9.4,41.5,19.1,-4.2,47,0.8,4.25,5.4,-1860000000.00,"$11,740,000,000 ","$9,447,000,000 ","$6,257,000,000 ","$13,070,000,000 ","9,730,000,000","6,245,000,000","872,000,000","19,000,000","1,914,000.00",60,0,40,0,"52,000","26,700","62,350","100,000,000","69,360","2,322,000,000","2,322,000,000",0,0,"28,320,000,000","11,540,000.00","322,463.00",1.36,"26,260,582",19.9,2.3,30.1,8.4,1.3,617,62.6,60.1,3.83,10.3,12.8,5.1,3.9,27,660,"81,996",5.155002209,64.77987421,206000,9.119496855,0.121732562,36.225,67500,9673.546,0.406063977,44.61713419,36.80818802,10.5,4.759,577871524.2,32.70628808,36437018631,47964234560,41.20781493,-2.090361448,318000,57.854,55.428,56.567,1.09E+10,8.40E+09,115.2314132,26.28129047,72.76204674,31.34862262,74.91419497,2.536099761,23822714,3,6,11939706,50.119,1.667952771,170.87,7,6.044651336,322460,72201,11883008,49.881,3.416046542,14.89147508,22.88
Cameroon,CMR,CM,republic,Yaounde,1/1/60,3 52 N,11 31 E,"699,055","19,706,027","6,090,201","42,117","$89,540,000,000 ",3.5,"$3,700 ",25.5,3.3,"9,912,000",4.3,46.5,15.3,-3.4,36.9,0.6,4.25,13,-932000000.00,"$4,732,000,000 ","$4,812,000,000 ","$3,235,000,000 ","$9,375,000,000 ","8,108,000,000","6,411,000,000",0,"55,000,000","1,558,000.00",52,0,47,1,"69,000","96,370","36,480","200,000,000","39,080","910,400,000","906,100,000",0,0,"135,100,000,000","7,672,000.00","475,440.00",1.25,"25,640,965",18.6,2.54,35,9.4,-0.1,529,49.8,59.4,4.58,11.4,14.8,3.1,6.3,33,987,"77,589",2.68,20.62575363,97500,13.11586385,0.259126487,36.429,233190,8291.087,0.346522621,12.29544449,72.00353826,9.762,4.708,663893595.2,39.3391297,35152694906,32643697596,23.20297197,1.094639616,472710,59.367,56.768,58.063,3.31E+09,5.21E+09,78.22900593,7.02790458,60.15572037,38.84740465,50.61568192,2.660494609,23926539,2,6,10724114,44.821,1.328512517,699.72,7,2.800237845,475440,235505,13202425,55.179,3.755654705,10.3820773,10.6
"Congo, Democratic Republic of the",COD,CD,republic,Kinshasa,6/30/60,4 19 S,15 18 E,NA,"35,270,156","3,016,000","1,000","$68,600,000,000 ",3.4,$800 ,11.5,1.6,"31,360,000",NA,42.1,11.2,-0.9,18.1,41.5,20,20.62,-200000000.00,"$10,980,000,000 ","$10,820,000,000 ","$457,500,000 ","$4,963,000,000 ","9,046,000,000","7,430,000,000","422,000,000","20,000,000","2,587,000.00",2,0,98,0,"17,000","20,000",0,"180,000,000",0,0,0,0,0,"991,100,000","3,146,000.00","2,344,858.00",0.67,"85,281,024",18.8,2.33,32.8,9.4,-0.1,473,66.7,58.1,4.54,6.7,23.4,1.5,8.7,198,"4,007","152,373",2.06,11.55686906,262000,3.131823295,0.090113957,42.278,237372,2020.517,0.025644617,0,94.73684211,9.919,6.112,932374669.4,67.16507962,32089995419,37134799975,6.20997406,4.349249135,2267050,61.147,58.174,59.655,5.40E+09,4.80E+09,36.66662914,12.13854001,42.97676739,20.42609827,34.75403145,3.282914628,78789127,3,6,44667920,56.693,2.287759566,109.19,6,0.634605331,2344860,240533,34121207,43.307,4.600817765,12.63431105,12.7
"Congo, Republic of the",COG,CG,republic,Brazzaville,8/15/60,4 15 S,15 17 E,"17,000","5,056,000","362,000",NA,"$29,390,000,000 ",-3.1,"$6,800 ",19.5,-3,"2,055,000",36,48.9,22.5,-7,130.8,0.5,4.25,14.6,-1128000000.00,"$4,193,000,000 ","$2,501,000,000 ","$505,700,000 ","$4,605,000,000 ","1,696,000,000","912,000,000","22,000,000","18,000,000","591,500.00",64,0,36,0,"340,000","254,100",0,"1,600,000,000","15,760","1,387,000,000","1,387,000,000",0,0,"90,610,000,000","5,239,000.00","342,000.00",2.55,"5,062,021",19.6,2.17,33.7,9.2,-2.8,378,53.5,60.3,4.26,9.6,12.3,4.6,NA,27,510,"23,324",2.52,31.11859444,106270,1.610541728,0.110419617,33.933,86748,3281.965,0.65889694,14.8603352,70.72625698,6.987,4.536,50574345.34,65.35461086,14219545164,9041986778,8.121949323,8.973135671,341500,64.86,62.202,63.556,8.02E+09,5.07E+09,108.8938839,8.745445767,72.18665642,19.54805317,14.58564861,2.539585634,4980999,3,6,1693490,33.999,1.201468078,79.25,7,4.617547604,342000,86925,3287509,66.001,3.2359397,36.70930393,40.59
Colombia,COL,CO,republic,Bogota,7/20/1810,4 36 N,74 05 W,"6,987,654","62,222,011","27,452,550","6,318,936","$711,600,000,000 ",1.8,"$14,400 ",18.9,-2.2,"25,760,000",9.3,51.1,26.5,-2.7,49.4,4.3,4.75,13.69,-10360000000.00,"$39,480,000,000 ","$44,240,000,000 ","$47,130,000,000 ","$124,600,000,000 ","74,920,000,000","68,250,000,000","460,000,000","378,000,000","16,890,000.00",29,0,69,2,"863,000","726,700",0,"1,665,000,000","303,600","10,020,000,000","10,080,000,000",0,"48,140,000","113,900,000,000","95,590,000.00","1,138,910.00",3.5,"48,168,996",30.4,0.97,15.8,5.5,-0.6,83,13.2,76.2,1.98,22.3,3.4,4.5,18.7,836,"2,141","206,500",3.507848363,40.25741466,446656.0156,1.521946801,0.035054,15.308,86344,97813.558,2.030532105,22.40008998,50.29616855,5.453,1.843,13847802735,52.70393829,3.67739E+11,2.82825E+11,58.13649357,5.148334305,1109500,79.523,73.91,76.732,3.18E+10,4.49E+10,121.8160055,3.353408706,96.96180582,88.58699402,43.41720775,1.360060673,48171392,6,5,9582253,19.892,-0.35449617,6292.29,6,320.0032085,1141748.984,183314,38589139,80.108,1.790405922,9.446443648,14.16
Comoros,COM,KM,republic,Moroni,7/6/75,11 42 S,43 14 E,"17,212","446,868","63,084","1,644","$1,319,000,000 ",2.7,"$1,600 ",17.3,1,"278,500",6.5,55.9,25.3,-6.5,32.4,1,1.93,10.5,-27000000.00,"$18,900,000 ","$207,800,000 ","$208,000,000 ","$199,800,000 ","42,000,000","39,060,000",0,0,"27,000.00",96,0,4,0,0,0,0,0,0,0,0,0,0,0,"193,600.00","2,235.00",NA,"821,164",20.2,1.57,25.3,7.1,-2.4,273,58.3,64.9,3.21,7.8,16.9,2.5,NA,4,NA,880,2.477174335,71.46695091,1330,34.92745721,0.081700168,32.852,16407,201.685,0.253503052,0,100,7.389,4.347,3569823.73,19.66684432,1087316270,1012835518,7.938322771,1.714756974,1861.000061,65.444,62.015,63.7,3.10E+07,2.19E+08,57.11331939,0.591702922,80.1488535,35.8348916,427.5077775,2.310060155,795592,3,6,567902,71.381,2.10169187,4.84,7,59.07550604,1861.000061,16407,227690,28.619,2.831669989,0.126191493,10.17
Cabo Verde,CPV,CV,republic,Praia,7/5/75,14 55 N,23 31 W,"64,970","612,259","266,562","14,493","$3,777,000,000 ",4,"$7,000 ",32.4,2.9,"196,100",9,NA,27.8,-3,125.8,0.8,7.5,9.5,-109000000.00,"$189,000,000 ","$836,100,000 ","$617,400,000 ","$1,713,000,000 ","395,000,000","367,400,000",0,0,"162,500.00",79,0,0,21,0,0,0,0,0,0,0,0,0,0,"867,800.00","4,033.00",0.55,"568,373",25.8,1.32,19.7,6,-0.6,58,21.1,72.7,2.21,11.8,NA,5.2,32.5,9,NA,"1,350",5.213164685,19.60297767,790,12.40694789,0.094136076,20.345,19900,542.716,1.021783088,0,100,5.744,2.346,126312006.1,22.54590586,1876082144,1662998678,50.32281787,-0.231686837,4030,75.616,68.846,72.347,6.00E+07,6.66E+08,113.331551,21.90794186,86.48798699,72.24600082,131.7980149,1.212831744,531146,3,6,187048,35.216,-0.152251346,8.14,6,112.9632907,4030,19900,344098,64.784,1.962769244,2.603036876,2.6
Costa Rica,CRI,CR,democratic republic,San Jose,9/15/1821,9 56 N,84 05 W,"843,148","8,840,342","3,217,277","744,059","$83,940,000,000 ",3.3,"$16,900 ",15.1,1.3,"2,229,000",8.1,48.5,14.3,-6.1,48.9,1.6,3.5,11.37,-1692000000.00,"$10,810,000,000 ","$15,150,000,000 ","$7,150,000,000 ","$26,830,000,000 ","10,790,000,000","9,812,000,000","643,000,000","807,000,000","3,584,000.00",18,0,64,18,0,0,0,0,0,0,0,0,0,0,"7,653,000.00","51,100.00",NA,"4,987,142",31.7,1.13,15.3,4.8,0.8,27,7.8,78.9,1.89,25.7,NA,7.4,20.6,161,278,"5,035",7.123766851,34.45945946,17595,4.847238543,0.050516957,14.512,14750,8023.396,1.637646665,0,86.3345521,4.933,1.789,2620435491,54.56717492,46591488249,57157992434,65.88044919,2.00347227,51060,82.374,77.185,79.738,1.04E+10,1.55E+10,170.0362804,0.233388795,99.69976372,97.54897669,95.9527027,1.057570381,4899345,6,6,1090839,22.265,-2.788489409,388.92,5,489.8613998,51100,37171,3808506,77.735,2.186977685,3.035461937,27.6
Cuba,CUB,CU,Communist state,Havana,5/20/02,23 07 N,82 21 W,"1,349,188","4,613,782","4,334,022","33,536","$137,000,000,000 ",1.6,"$12,300 ",11.4,-1.2,"4,691,000",2.6,NA,58.1,-10.8,47.7,5.5,NA,NA,985400000.00,"$2,630,000,000 ","$11,060,000,000 ","$11,350,000,000 ","$30,060,000,000 ","19,280,000,000","16,160,000,000",0,0,"6,998,000.00",91,0,1,8,"50,000",0,"112,400","124,000,000","104,100","1,189,000,000","1,189,000,000",0,0,"70,790,000,000","26,940,000.00","110,860.00",2.87,"11,116,396",41.8,-0.27,10.6,8.9,-4.5,36,4.4,78.9,1.71,24.6,NA,12.8,6.1,133,"8,367","60,000",13.01,59.86060561,62267.00195,28.73870316,0.263729259,10.611,23574,28283.571,2.495218264,8.05134189,89.29080773,8.665,1.656,NA,31.27860121,74248073998,9.14E+10,42.97867519,4.32669085,104020,80.587,76.647,78.607,2.32E+09,1.03E+10,35.18185629,0.269010731,95.32452339,92.81145886,108.9704768,0.091156671,11335109,6,6,2615010,23.07,-0.056083482,1125.62,6,2.8230871,109880,52759,8720099,76.93,0.135353788,7.184346846,16.55
Cyprus,CYP,CY,republic ,Nicosia,8/16/60,35 10 N,33 22 E,"317,241","1,176,801","915,036","295,686","$31,780,000,000 ",3.9,"$37,200 ",13.7,13.4,"426,600",11.1,34.8,39.9,1.8,97.5,0.7,0,4.13,-1458000000.00,"$2,805,000,000 ","$7,935,000,000 ","$888,200,000 ","$95,280,000,000 ","4,618,000,000","4,355,000,000",0,0,"1,770,000.00",85,0,0,15,0,0,0,0,0,0,0,0,0,"141,600,000,000","7,720,000.00","9,251.00",1.57,"1,237,088",37.2,1.27,11.2,6.8,8.3,6,7.7,79,1.47,21.8,NA,6.4,24.7,15,NA,"19,901",6.154861662,12.15692661,1123.300018,9.159090612,0.072321772,10.852,1507,6626.269,5.662572734,0,91.75428888,6.89,1.345,8508203489,18.68722924,25243537029,20890936462,75.9002054,-0.823917788,9240,82.671,78.356,80.513,2.97E+09,7.83E+09,132.6368741,0,99.61319936,99.20413372,126.6436147,0.789478236,1170187,6,6,387554,33.119,0.985868331,1059.28,6,4550.55474,9250,8131.96,782633,66.881,0.692369931,1.687116707,18.65
